Incident_ID,Attack_Vector,Infrastructure_Zone,Payload_Volume_MB,Neural_Anomaly_Score,Breach_Status
SEC_000937,Phishing API Exfiltration,DMZ Proxy Subnet,1117.6,94.71,1
SEC_000938,DDoS Flooding,DMZ Proxy Subnet,68.38,70.2,1
SEC_000939,Phishing API Exfiltration,On-Prem Gateway,398.66,46.64,0
SEC_000940,Ransomware Core Payload,Cloud Edge Cluster,156.13,26.63,0
SEC_000941,DDoS Flooding,DMZ Proxy Subnet,375.53,87.39,1
SEC_000942,SQL Injection Spectrum,Cloud Edge Cluster,486.25,29.67,0
SEC_000943,Ransomware Core Payload,DMZ Proxy Subnet,808.7,62.65,0
SEC_000944,Ransomware Core Payload,Cloud Edge Cluster,116.04,37.34,0
SEC_000945,DDoS Flooding,DMZ Proxy Subnet,16.98,50.86,0
SEC_000946,Ransomware Core Payload,Cloud Edge Cluster,78.24,38.53,0
SEC_000947,Phishing API Exfiltration,DMZ Proxy Subnet,1048.25,64.45,0
SEC_000948,SQL Injection Spectrum,DMZ Proxy Subnet,943.77,53.48,0
SEC_000949,Phishing API Exfiltration,Cloud Edge Cluster,421.43,41.73,0
SEC_000950,DDoS Flooding,DMZ Proxy Subnet,424.91,31.89,0
SEC_000951,Ransomware Core Payload,On-Prem Gateway,504.18,50.88,0
SEC_000952,SQL Injection Spectrum,DMZ Proxy Subnet,98.77,25.49,0
SEC_000953,DDoS Flooding,DMZ Proxy Subnet,1118.19,52.32,0
SEC_000954,Phishing API Exfiltration,On-Prem Gateway,256.17,59.07,0
SEC_000955,Ransomware Core Payload,On-Prem Gateway,229.4,31.71,0
SEC_000956,Ransomware Core Payload,On-Prem Gateway,341.27,24.63,0
SEC_000957,DDoS Flooding,Cloud Edge Cluster,33.65,28.82,0
SEC_000958,Phishing API Exfiltration,On-Prem Gateway,93.84,34.78,0
SEC_000959,Ransomware Core Payload,Cloud Edge Cluster,614.79,28.39,0
SEC_000960,Phishing API Exfiltration,On-Prem Gateway,50.89,37.01,0
SEC_000961,SQL Injection Spectrum,Cloud Edge Cluster,427.89,31.41,0
SEC_000962,Ransomware Core Payload,On-Prem Gateway,138.68,61.21,0
SEC_000963,SQL Injection Spectrum,On-Prem Gateway,233.91,47.22,0
SEC_000964,Ransomware Core Payload,DMZ Proxy Subnet,165.29,30.61,0
SEC_000965,DDoS Flooding,On-Prem Gateway,209.8,27.21,0
SEC_000966,Ransomware Core Payload,DMZ Proxy Subnet,583.3,51.76,0
SEC_000967,Ransomware Core Payload,On-Prem Gateway,170.66,46.02,0
SEC_000968,Phishing API Exfiltration,On-Prem Gateway,388.04,45.14,0
SEC_000969,Phishing API Exfiltration,DMZ Proxy Subnet,302.86,38.86,0
SEC_000970,SQL Injection Spectrum,DMZ Proxy Subnet,502.35,50.97,0
SEC_000971,SQL Injection Spectrum,Cloud Edge Cluster,1254.86,71.14,1
SEC_000972,SQL Injection Spectrum,DMZ Proxy Subnet,605.51,49.07,0
SEC_000973,Ransomware Core Payload,Cloud Edge Cluster,120.9,3.55,0
SEC_000974,Ransomware Core Payload,On-Prem Gateway,26.26,45.66,0
SEC_000975,SQL Injection Spectrum,DMZ Proxy Subnet,148.88,40.44,0
SEC_000976,DDoS Flooding,DMZ Proxy Subnet,418.83,35.15,0
SEC_000977,DDoS Flooding,On-Prem Gateway,35.76,59.91,0
SEC_000978,Ransomware Core Payload,On-Prem Gateway,320.66,44.13,0
SEC_000979,DDoS Flooding,On-Prem Gateway,420.79,31.29,0
SEC_000980,DDoS Flooding,On-Prem Gateway,195.07,50.65,0
SEC_000981,SQL Injection Spectrum,DMZ Proxy Subnet,675.14,62.98,0
SEC_000982,DDoS Flooding,On-Prem Gateway,62.72,38.43,0
SEC_000983,DDoS Flooding,On-Prem Gateway,47.15,25.5,0
SEC_000984,Ransomware Core Payload,DMZ Proxy Subnet,598.19,60.69,0
SEC_000985,Ransomware Core Payload,Cloud Edge Cluster,319.88,38.87,0
SEC_000986,Ransomware Core Payload,DMZ Proxy Subnet,536.72,59.81,0
SEC_000987,DDoS Flooding,Cloud Edge Cluster,268.78,12.18,0
SEC_000988,SQL Injection Spectrum,On-Prem Gateway,139.3,29.06,0
SEC_000989,Phishing API Exfiltration,DMZ Proxy Subnet,781.42,87.09,1
SEC_000990,Ransomware Core Payload,On-Prem Gateway,734.93,47.89,0
SEC_000991,Ransomware Core Payload,DMZ Proxy Subnet,545.9,42.78,0
SEC_000992,Ransomware Core Payload,Cloud Edge Cluster,154.94,29.48,0
SEC_000993,SQL Injection Spectrum,DMZ Proxy Subnet,413.47,28.32,0
SEC_000994,Phishing API Exfiltration,On-Prem Gateway,213.51,5.42,0
SEC_000995,Phishing API Exfiltration,DMZ Proxy Subnet,55.22,28.75,0
SEC_000996,Ransomware Core Payload,On-Prem Gateway,1133.71,77.39,1
SEC_000997,DDoS Flooding,DMZ Proxy Subnet,78.21,32.34,0
SEC_000998,Ransomware Core Payload,Cloud Edge Cluster,1362.22,82.32,1
SEC_000999,Ransomware Core Payload,DMZ Proxy Subnet,277.77,41.76,0
SEC_001000,DDoS Flooding,DMZ Proxy Subnet,104.13,49.51,0
SEC_001001,DDoS Flooding,DMZ Proxy Subnet,363.3,41.68,0
SEC_001002,Ransomware Core Payload,DMZ Proxy Subnet,940.41,59.01,0
SEC_001003,SQL Injection Spectrum,Cloud Edge Cluster,604.92,49.98,0
SEC_001004,SQL Injection Spectrum,On-Prem Gateway,751.26,68.74,1
SEC_001005,DDoS Flooding,DMZ Proxy Subnet,495.86,71.01,1
SEC_001006,Ransomware Core Payload,DMZ Proxy Subnet,542.35,42.27,0
SEC_001007,SQL Injection Spectrum,DMZ Proxy Subnet,863.3,66.02,1
SEC_001008,Ransomware Core Payload,Cloud Edge Cluster,141.26,40.73,0
SEC_001009,Ransomware Core Payload,On-Prem Gateway,314.5,27.69,0
SEC_001010,Ransomware Core Payload,On-Prem Gateway,124.51,35.29,0
SEC_001011,SQL Injection Spectrum,DMZ Proxy Subnet,1990.0,87.61,1
SEC_001012,Phishing API Exfiltration,DMZ Proxy Subnet,1309.56,55.85,0
SEC_001013,Ransomware Core Payload,On-Prem Gateway,30.1,36.71,0
SEC_001014,SQL Injection Spectrum,DMZ Proxy Subnet,562.23,46.73,0
SEC_001015,Phishing API Exfiltration,DMZ Proxy Subnet,1179.11,80.2,1
SEC_001016,DDoS Flooding,DMZ Proxy Subnet,101.62,33.8,0
SEC_001017,SQL Injection Spectrum,Cloud Edge Cluster,389.64,30.94,0
SEC_001018,Phishing API Exfiltration,Cloud Edge Cluster,1123.89,74.28,1
SEC_001019,SQL Injection Spectrum,On-Prem Gateway,27.54,12.61,0
SEC_001020,Phishing API Exfiltration,Cloud Edge Cluster,549.93,72.86,1
SEC_001021,Phishing API Exfiltration,Cloud Edge Cluster,170.8,16.49,0
SEC_001022,SQL Injection Spectrum,On-Prem Gateway,1174.01,74.02,1
SEC_001023,DDoS Flooding,Cloud Edge Cluster,1606.11,78.61,1
SEC_001024,Ransomware Core Payload,On-Prem Gateway,1311.23,91.01,1
SEC_001025,Phishing API Exfiltration,DMZ Proxy Subnet,301.29,37.08,0
SEC_001026,Ransomware Core Payload,On-Prem Gateway,903.36,58.35,0
SEC_001027,DDoS Flooding,On-Prem Gateway,849.64,76.78,1
SEC_001028,Ransomware Core Payload,On-Prem Gateway,184.95,37.84,0
SEC_001029,Ransomware Core Payload,DMZ Proxy Subnet,806.52,70.01,1
SEC_001030,SQL Injection Spectrum,DMZ Proxy Subnet,28.97,16.44,0
SEC_001031,SQL Injection Spectrum,DMZ Proxy Subnet,420.15,25.73,0
SEC_001032,DDoS Flooding,On-Prem Gateway,129.62,36.79,0
SEC_001033,SQL Injection Spectrum,On-Prem Gateway,69.81,28.01,0
SEC_001034,Phishing API Exfiltration,On-Prem Gateway,48.03,41.32,0
SEC_001035,DDoS Flooding,On-Prem Gateway,548.26,50.73,0
SEC_001036,SQL Injection Spectrum,On-Prem Gateway,198.9,41.03,0
SEC_001037,SQL Injection Spectrum,On-Prem Gateway,592.56,29.35,0
SEC_001038,DDoS Flooding,On-Prem Gateway,42.42,60.02,0
SEC_001039,Phishing API Exfiltration,Cloud Edge Cluster,182.44,34.83,0
SEC_001040,DDoS Flooding,DMZ Proxy Subnet,360.94,54.9,0
SEC_001041,SQL Injection Spectrum,Cloud Edge Cluster,715.84,46.09,0
SEC_001042,SQL Injection Spectrum,DMZ Proxy Subnet,184.72,42.01,0
SEC_001043,DDoS Flooding,On-Prem Gateway,454.44,28.64,0
SEC_001044,Phishing API Exfiltration,Cloud Edge Cluster,989.11,76.35,1
SEC_001045,Phishing API Exfiltration,On-Prem Gateway,442.54,42.36,0
SEC_001046,Ransomware Core Payload,Cloud Edge Cluster,131.35,35.69,0
SEC_001047,Phishing API Exfiltration,Cloud Edge Cluster,23.12,41.39,0
SEC_001048,DDoS Flooding,On-Prem Gateway,930.44,48.73,0
SEC_001049,Phishing API Exfiltration,Cloud Edge Cluster,21.67,20.6,0
SEC_001050,Phishing API Exfiltration,Cloud Edge Cluster,946.68,74.73,1
SEC_001051,Ransomware Core Payload,DMZ Proxy Subnet,350.74,75.5,1
SEC_001052,Phishing API Exfiltration,On-Prem Gateway,1271.1,78.77,1
SEC_001053,Ransomware Core Payload,On-Prem Gateway,733.52,68.21,1
SEC_001054,Ransomware Core Payload,Cloud Edge Cluster,2793.99,100.0,1
SEC_001055,Phishing API Exfiltration,On-Prem Gateway,206.35,67.39,1
SEC_001056,SQL Injection Spectrum,DMZ Proxy Subnet,667.89,30.51,0
SEC_001057,DDoS Flooding,DMZ Proxy Subnet,243.32,41.15,0
SEC_001058,DDoS Flooding,On-Prem Gateway,306.16,17.86,0
SEC_001059,Phishing API Exfiltration,On-Prem Gateway,456.39,10.66,0
SEC_001060,DDoS Flooding,DMZ Proxy Subnet,943.01,72.18,1
SEC_001061,DDoS Flooding,On-Prem Gateway,1875.18,100.0,1
SEC_001062,Ransomware Core Payload,Cloud Edge Cluster,669.99,52.53,0
SEC_001063,SQL Injection Spectrum,On-Prem Gateway,255.4,38.62,0
SEC_001064,DDoS Flooding,Cloud Edge Cluster,258.18,86.8,1
SEC_001065,SQL Injection Spectrum,DMZ Proxy Subnet,614.02,50.69,0
SEC_001066,DDoS Flooding,On-Prem Gateway,134.77,43.04,0
SEC_001067,SQL Injection Spectrum,DMZ Proxy Subnet,64.68,22.85,0
SEC_001068,SQL Injection Spectrum,On-Prem Gateway,209.06,42.79,0
SEC_001069,DDoS Flooding,Cloud Edge Cluster,164.37,33.0,0
SEC_001070,Ransomware Core Payload,On-Prem Gateway,170.14,30.65,0
SEC_001071,SQL Injection Spectrum,DMZ Proxy Subnet,131.73,62.55,0
SEC_001072,SQL Injection Spectrum,Cloud Edge Cluster,31.35,48.91,0
SEC_001073,DDoS Flooding,On-Prem Gateway,20.12,32.86,0
SEC_001074,SQL Injection Spectrum,DMZ Proxy Subnet,1991.99,75.12,1
SEC_001075,SQL Injection Spectrum,DMZ Proxy Subnet,263.2,35.11,0
SEC_001076,Ransomware Core Payload,On-Prem Gateway,230.27,79.76,1
SEC_001077,SQL Injection Spectrum,DMZ Proxy Subnet,524.25,47.51,0
SEC_001078,Ransomware Core Payload,Cloud Edge Cluster,122.8,51.46,0
SEC_001079,SQL Injection Spectrum,On-Prem Gateway,1359.73,100.0,1
SEC_001080,SQL Injection Spectrum,Cloud Edge Cluster,706.53,61.55,0
SEC_001081,Ransomware Core Payload,DMZ Proxy Subnet,54.15,19.54,0
SEC_001082,Ransomware Core Payload,DMZ Proxy Subnet,255.25,3.68,0
SEC_001083,Phishing API Exfiltration,DMZ Proxy Subnet,962.82,78.78,1
SEC_001084,SQL Injection Spectrum,Cloud Edge Cluster,1315.0,70.38,1
SEC_001085,Ransomware Core Payload,DMZ Proxy Subnet,295.49,44.46,0
SEC_001086,SQL Injection Spectrum,On-Prem Gateway,439.68,28.84,0
SEC_001087,SQL Injection Spectrum,On-Prem Gateway,94.24,29.79,0
SEC_001088,SQL Injection Spectrum,DMZ Proxy Subnet,2140.25,100.0,1
SEC_001089,DDoS Flooding,On-Prem Gateway,130.59,39.25,0
SEC_001090,Phishing API Exfiltration,Cloud Edge Cluster,1299.0,65.24,1
SEC_001091,DDoS Flooding,Cloud Edge Cluster,483.97,67.31,1
SEC_001092,Phishing API Exfiltration,DMZ Proxy Subnet,433.12,38.37,0
SEC_001093,SQL Injection Spectrum,On-Prem Gateway,335.48,18.3,0
SEC_001094,SQL Injection Spectrum,On-Prem Gateway,130.01,33.56,0
SEC_001095,Ransomware Core Payload,DMZ Proxy Subnet,99.4,34.49,0
SEC_001096,Phishing API Exfiltration,Cloud Edge Cluster,124.09,37.37,0
SEC_001097,Phishing API Exfiltration,DMZ Proxy Subnet,104.85,54.63,0
SEC_001098,DDoS Flooding,On-Prem Gateway,692.51,54.15,0
SEC_001099,Phishing API Exfiltration,On-Prem Gateway,205.94,36.44,0
SEC_001100,SQL Injection Spectrum,DMZ Proxy Subnet,38.81,15.0,0
SEC_001101,Ransomware Core Payload,Cloud Edge Cluster,1576.69,100.0,1
SEC_001102,DDoS Flooding,Cloud Edge Cluster,980.54,71.99,1
SEC_001103,Ransomware Core Payload,DMZ Proxy Subnet,1194.44,71.48,1
SEC_001104,Phishing API Exfiltration,On-Prem Gateway,2388.02,96.95,1
SEC_001105,Phishing API Exfiltration,Cloud Edge Cluster,97.97,55.58,0
SEC_001106,DDoS Flooding,DMZ Proxy Subnet,239.06,21.15,0
SEC_001107,Phishing API Exfiltration,On-Prem Gateway,650.91,47.17,0
SEC_001108,Ransomware Core Payload,Cloud Edge Cluster,547.86,57.29,0
SEC_001109,SQL Injection Spectrum,Cloud Edge Cluster,87.2,15.54,0
SEC_001110,DDoS Flooding,DMZ Proxy Subnet,773.36,38.53,0
SEC_001111,Phishing API Exfiltration,On-Prem Gateway,126.38,3.2,0
SEC_001112,Ransomware Core Payload,Cloud Edge Cluster,126.02,45.86,0
SEC_001113,SQL Injection Spectrum,DMZ Proxy Subnet,358.49,36.16,0
SEC_001114,Phishing API Exfiltration,Cloud Edge Cluster,416.46,90.57,1
SEC_001115,DDoS Flooding,On-Prem Gateway,402.47,31.18,0
SEC_001116,Phishing API Exfiltration,Cloud Edge Cluster,55.18,18.39,0
SEC_001117,Phishing API Exfiltration,On-Prem Gateway,956.7,59.79,0
SEC_001118,Phishing API Exfiltration,Cloud Edge Cluster,150.92,39.68,0
SEC_001119,SQL Injection Spectrum,Cloud Edge Cluster,74.42,25.92,0
SEC_001120,SQL Injection Spectrum,DMZ Proxy Subnet,1000.18,79.19,1
SEC_001121,Phishing API Exfiltration,Cloud Edge Cluster,1414.05,71.88,1
SEC_001122,Phishing API Exfiltration,On-Prem Gateway,903.64,45.42,0
SEC_001123,DDoS Flooding,DMZ Proxy Subnet,758.18,33.35,0
SEC_001124,Phishing API Exfiltration,On-Prem Gateway,491.21,16.29,0
SEC_001125,Ransomware Core Payload,On-Prem Gateway,372.19,37.12,0
SEC_001126,Ransomware Core Payload,DMZ Proxy Subnet,52.95,27.6,0
SEC_001127,DDoS Flooding,On-Prem Gateway,248.26,30.46,0
SEC_001128,SQL Injection Spectrum,Cloud Edge Cluster,221.84,57.52,0
SEC_001129,Phishing API Exfiltration,DMZ Proxy Subnet,147.35,54.31,0
SEC_001130,DDoS Flooding,Cloud Edge Cluster,590.37,48.59,0
SEC_001131,SQL Injection Spectrum,Cloud Edge Cluster,320.22,15.9,0
SEC_001132,DDoS Flooding,On-Prem Gateway,50.03,23.5,0
SEC_001133,SQL Injection Spectrum,On-Prem Gateway,123.91,25.96,0
SEC_001134,Phishing API Exfiltration,Cloud Edge Cluster,529.35,41.32,0
SEC_001135,DDoS Flooding,DMZ Proxy Subnet,47.63,21.44,0
SEC_001136,Phishing API Exfiltration,Cloud Edge Cluster,869.34,54.97,0
SEC_001137,DDoS Flooding,Cloud Edge Cluster,319.57,36.98,0
SEC_001138,SQL Injection Spectrum,On-Prem Gateway,306.77,32.74,0
SEC_001139,DDoS Flooding,On-Prem Gateway,415.87,49.76,0
SEC_001140,Ransomware Core Payload,Cloud Edge Cluster,795.52,67.23,1
SEC_001141,Ransomware Core Payload,Cloud Edge Cluster,204.34,24.51,0
SEC_001142,DDoS Flooding,On-Prem Gateway,521.96,69.94,1
SEC_001143,Ransomware Core Payload,Cloud Edge Cluster,387.34,30.79,0
SEC_001144,Phishing API Exfiltration,On-Prem Gateway,151.79,11.8,0
SEC_001145,Ransomware Core Payload,Cloud Edge Cluster,961.01,74.15,1
SEC_001146,Ransomware Core Payload,DMZ Proxy Subnet,730.49,46.96,0
SEC_001147,Phishing API Exfiltration,DMZ Proxy Subnet,495.42,54.64,0
SEC_001148,Phishing API Exfiltration,Cloud Edge Cluster,867.45,28.64,0
SEC_001149,SQL Injection Spectrum,On-Prem Gateway,920.83,87.72,1
SEC_001150,Phishing API Exfiltration,Cloud Edge Cluster,566.51,62.74,0
SEC_001151,DDoS Flooding,Cloud Edge Cluster,828.34,40.63,0
SEC_001152,Ransomware Core Payload,On-Prem Gateway,550.01,29.82,0
SEC_001153,SQL Injection Spectrum,Cloud Edge Cluster,524.94,76.08,1
SEC_001154,Phishing API Exfiltration,On-Prem Gateway,445.77,36.77,0
SEC_001155,Ransomware Core Payload,Cloud Edge Cluster,640.75,43.12,0
SEC_001156,DDoS Flooding,On-Prem Gateway,89.71,0.0,0
SEC_001157,DDoS Flooding,Cloud Edge Cluster,969.4,63.51,0
SEC_001158,SQL Injection Spectrum,DMZ Proxy Subnet,936.53,64.05,0
SEC_001159,DDoS Flooding,On-Prem Gateway,25.36,41.75,0
SEC_001160,Ransomware Core Payload,DMZ Proxy Subnet,798.44,40.95,0
SEC_001161,Phishing API Exfiltration,On-Prem Gateway,74.08,10.16,0
SEC_001162,DDoS Flooding,On-Prem Gateway,195.67,44.59,0
SEC_001163,Phishing API Exfiltration,On-Prem Gateway,624.3,70.07,1
SEC_001164,Ransomware Core Payload,On-Prem Gateway,90.87,10.07,0
SEC_001165,Ransomware Core Payload,Cloud Edge Cluster,778.61,77.37,1
SEC_001166,Phishing API Exfiltration,Cloud Edge Cluster,815.07,63.17,0
SEC_001167,Ransomware Core Payload,On-Prem Gateway,330.69,59.6,0
SEC_001168,SQL Injection Spectrum,Cloud Edge Cluster,14.88,29.54,0
SEC_001169,DDoS Flooding,On-Prem Gateway,164.25,0.0,0
SEC_001170,SQL Injection Spectrum,On-Prem Gateway,443.79,45.47,0
SEC_001171,SQL Injection Spectrum,DMZ Proxy Subnet,1799.92,100.0,1
SEC_001172,SQL Injection Spectrum,On-Prem Gateway,461.62,35.06,0
SEC_001173,Phishing API Exfiltration,On-Prem Gateway,147.38,30.08,0
SEC_001174,Phishing API Exfiltration,Cloud Edge Cluster,464.31,45.93,0
SEC_001175,Ransomware Core Payload,On-Prem Gateway,361.42,0.96,0
SEC_001176,Phishing API Exfiltration,On-Prem Gateway,693.04,82.79,1
SEC_001177,Ransomware Core Payload,DMZ Proxy Subnet,62.92,19.0,0
SEC_001178,Phishing API Exfiltration,Cloud Edge Cluster,656.13,63.83,0
SEC_001179,Ransomware Core Payload,Cloud Edge Cluster,362.68,43.21,0
SEC_001180,DDoS Flooding,DMZ Proxy Subnet,1495.48,100.0,1
SEC_001181,Ransomware Core Payload,On-Prem Gateway,200.26,44.1,0
SEC_001182,DDoS Flooding,DMZ Proxy Subnet,462.61,44.98,0
SEC_001183,Ransomware Core Payload,Cloud Edge Cluster,1221.9,65.47,1
SEC_001184,Phishing API Exfiltration,DMZ Proxy Subnet,60.67,44.39,0
SEC_001185,Phishing API Exfiltration,Cloud Edge Cluster,1257.71,52.21,0
SEC_001186,DDoS Flooding,DMZ Proxy Subnet,535.97,61.13,0
SEC_001187,SQL Injection Spectrum,On-Prem Gateway,43.61,15.26,0
SEC_001188,SQL Injection Spectrum,On-Prem Gateway,173.12,55.71,0
SEC_001189,Ransomware Core Payload,Cloud Edge Cluster,566.22,55.07,0
SEC_001190,Phishing API Exfiltration,DMZ Proxy Subnet,43.38,41.4,0
SEC_001191,SQL Injection Spectrum,Cloud Edge Cluster,404.71,47.42,0
SEC_001192,Phishing API Exfiltration,On-Prem Gateway,203.01,11.83,0
SEC_001193,Phishing API Exfiltration,Cloud Edge Cluster,448.5,35.03,0
SEC_001194,Phishing API Exfiltration,On-Prem Gateway,33.07,41.41,0
SEC_001195,Ransomware Core Payload,Cloud Edge Cluster,935.45,69.92,1
SEC_001196,DDoS Flooding,DMZ Proxy Subnet,1645.59,100.0,1
SEC_001197,Ransomware Core Payload,On-Prem Gateway,1573.43,98.99,1
SEC_001198,SQL Injection Spectrum,Cloud Edge Cluster,635.21,40.91,0
SEC_001199,DDoS Flooding,On-Prem Gateway,74.71,21.05,0
SEC_001200,SQL Injection Spectrum,DMZ Proxy Subnet,650.96,57.58,0
SEC_001201,DDoS Flooding,On-Prem Gateway,23.2,0.0,0
SEC_001202,DDoS Flooding,DMZ Proxy Subnet,22.07,55.98,0
SEC_001203,Ransomware Core Payload,On-Prem Gateway,187.94,44.14,0
SEC_001204,Phishing API Exfiltration,DMZ Proxy Subnet,313.81,60.96,0
SEC_001205,Phishing API Exfiltration,On-Prem Gateway,674.15,33.26,0
SEC_001206,DDoS Flooding,DMZ Proxy Subnet,529.4,69.84,1
SEC_001207,Ransomware Core Payload,Cloud Edge Cluster,277.69,74.58,1
SEC_001208,SQL Injection Spectrum,Cloud Edge Cluster,155.86,16.42,0
SEC_001209,SQL Injection Spectrum,On-Prem Gateway,2645.19,100.0,1
SEC_001210,Phishing API Exfiltration,DMZ Proxy Subnet,261.95,40.49,0
SEC_001211,Phishing API Exfiltration,Cloud Edge Cluster,282.16,18.12,0
SEC_001212,SQL Injection Spectrum,On-Prem Gateway,92.4,41.09,0
SEC_001213,SQL Injection Spectrum,Cloud Edge Cluster,724.72,71.49,1
SEC_001214,Ransomware Core Payload,DMZ Proxy Subnet,544.41,42.76,0
SEC_001215,SQL Injection Spectrum,On-Prem Gateway,124.25,52.46,0
SEC_001216,Ransomware Core Payload,DMZ Proxy Subnet,50.69,7.03,0
SEC_001217,Phishing API Exfiltration,DMZ Proxy Subnet,525.45,28.6,0
SEC_001218,SQL Injection Spectrum,DMZ Proxy Subnet,490.26,51.66,0
SEC_001219,Phishing API Exfiltration,Cloud Edge Cluster,155.63,36.61,0
SEC_001220,DDoS Flooding,On-Prem Gateway,1367.92,73.97,1
SEC_001221,DDoS Flooding,DMZ Proxy Subnet,85.69,45.57,0
SEC_001222,DDoS Flooding,Cloud Edge Cluster,266.8,48.64,0
SEC_001223,SQL Injection Spectrum,DMZ Proxy Subnet,1306.01,95.11,1
SEC_001224,Phishing API Exfiltration,Cloud Edge Cluster,256.92,38.43,0
SEC_001225,SQL Injection Spectrum,On-Prem Gateway,469.9,57.83,0
SEC_001226,Phishing API Exfiltration,On-Prem Gateway,240.07,32.92,0
SEC_001227,Ransomware Core Payload,On-Prem Gateway,156.23,67.06,1
SEC_001228,SQL Injection Spectrum,On-Prem Gateway,1872.2,92.7,1
SEC_001229,DDoS Flooding,DMZ Proxy Subnet,248.93,71.54,1
SEC_001230,Ransomware Core Payload,Cloud Edge Cluster,1022.36,71.42,1
SEC_001231,Phishing API Exfiltration,On-Prem Gateway,129.59,14.55,0
SEC_001232,SQL Injection Spectrum,DMZ Proxy Subnet,119.85,55.32,0
SEC_001233,Phishing API Exfiltration,On-Prem Gateway,26.23,32.94,0
SEC_001234,Phishing API Exfiltration,On-Prem Gateway,486.57,62.23,0
SEC_001235,SQL Injection Spectrum,On-Prem Gateway,218.86,57.11,0
SEC_001236,SQL Injection Spectrum,Cloud Edge Cluster,910.98,71.51,1
SEC_001237,Phishing API Exfiltration,Cloud Edge Cluster,300.43,33.13,0
SEC_001238,Phishing API Exfiltration,Cloud Edge Cluster,1563.64,100.0,1
SEC_001239,Ransomware Core Payload,On-Prem Gateway,104.35,34.19,0
SEC_001240,DDoS Flooding,DMZ Proxy Subnet,925.36,77.3,1
SEC_001241,Phishing API Exfiltration,DMZ Proxy Subnet,686.45,25.15,0
SEC_001242,DDoS Flooding,DMZ Proxy Subnet,675.16,63.71,0
SEC_001243,Ransomware Core Payload,On-Prem Gateway,850.32,54.43,0
SEC_001244,DDoS Flooding,Cloud Edge Cluster,656.13,81.04,1
SEC_001245,DDoS Flooding,DMZ Proxy Subnet,454.84,57.54,0
SEC_001246,Ransomware Core Payload,On-Prem Gateway,75.31,36.61,0
SEC_001247,Phishing API Exfiltration,On-Prem Gateway,26.88,38.37,0
SEC_001248,DDoS Flooding,DMZ Proxy Subnet,1153.37,61.16,0
SEC_001249,Phishing API Exfiltration,DMZ Proxy Subnet,443.46,72.09,1
SEC_001250,Phishing API Exfiltration,On-Prem Gateway,728.52,89.01,1
SEC_001251,SQL Injection Spectrum,DMZ Proxy Subnet,307.59,48.2,0
SEC_001252,Phishing API Exfiltration,On-Prem Gateway,68.15,56.58,0
SEC_001253,Phishing API Exfiltration,DMZ Proxy Subnet,72.18,24.35,0
SEC_001254,DDoS Flooding,Cloud Edge Cluster,532.64,39.35,0
SEC_001255,Phishing API Exfiltration,On-Prem Gateway,265.2,41.22,0
SEC_001256,Phishing API Exfiltration,Cloud Edge Cluster,112.71,41.03,0
SEC_001257,SQL Injection Spectrum,DMZ Proxy Subnet,316.41,36.75,0
SEC_001258,SQL Injection Spectrum,On-Prem Gateway,41.86,39.74,0
SEC_001259,DDoS Flooding,DMZ Proxy Subnet,404.49,50.78,0
SEC_001260,DDoS Flooding,On-Prem Gateway,153.0,21.15,0
SEC_001261,SQL Injection Spectrum,DMZ Proxy Subnet,730.79,67.01,1
SEC_001262,SQL Injection Spectrum,Cloud Edge Cluster,179.21,50.12,0
SEC_001263,Ransomware Core Payload,Cloud Edge Cluster,285.32,43.98,0
SEC_001264,Phishing API Exfiltration,DMZ Proxy Subnet,17.26,47.98,0
SEC_001265,DDoS Flooding,Cloud Edge Cluster,45.84,13.57,0
SEC_001266,DDoS Flooding,Cloud Edge Cluster,236.28,46.47,0
SEC_001267,Phishing API Exfiltration,DMZ Proxy Subnet,306.21,24.69,0
SEC_001268,Phishing API Exfiltration,On-Prem Gateway,424.35,30.26,0
SEC_001269,DDoS Flooding,DMZ Proxy Subnet,167.18,27.22,0
SEC_001270,SQL Injection Spectrum,On-Prem Gateway,546.32,37.72,0
SEC_001271,SQL Injection Spectrum,Cloud Edge Cluster,897.14,57.67,0
SEC_001272,Phishing API Exfiltration,Cloud Edge Cluster,693.05,54.51,0
SEC_001273,DDoS Flooding,Cloud Edge Cluster,30.19,43.76,0
SEC_001274,Phishing API Exfiltration,Cloud Edge Cluster,306.71,37.45,0
SEC_001275,SQL Injection Spectrum,Cloud Edge Cluster,61.88,8.69,0
SEC_001276,Ransomware Core Payload,On-Prem Gateway,136.71,52.57,0
SEC_001277,Ransomware Core Payload,On-Prem Gateway,1954.73,95.63,1
SEC_001278,SQL Injection Spectrum,On-Prem Gateway,81.18,32.37,0
SEC_001279,Phishing API Exfiltration,DMZ Proxy Subnet,322.92,49.61,0
SEC_001280,Ransomware Core Payload,Cloud Edge Cluster,445.23,50.8,0
SEC_001281,SQL Injection Spectrum,Cloud Edge Cluster,557.5,68.71,1
SEC_001282,DDoS Flooding,Cloud Edge Cluster,381.08,52.43,0
SEC_001283,Phishing API Exfiltration,DMZ Proxy Subnet,16.42,17.74,0
SEC_001284,Phishing API Exfiltration,DMZ Proxy Subnet,189.84,70.27,1
SEC_001285,Ransomware Core Payload,DMZ Proxy Subnet,340.15,46.52,0
SEC_001286,Phishing API Exfiltration,Cloud Edge Cluster,53.39,29.93,0
